附表,二轮状态,材料ID,来源数据,书家,书体/可能书体,quote,page_no,source_file,原文命中,证据等级,门禁,第二轮动作,进入主表建议,问题/隐患,备注,对应原高置信记录
附表B｜优先补入候选,候选待人工复核,BM-0306,07_优先补入候选,孔琳之,草,善草、行，师于小王，稍露筋骨，飞流悬势，则吕梁之水焉。,201,page_201.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0308,07_优先补入候选,水平评价,,王僧虔云：「孔琳之放纵快利，笔迹流便，二王已后，略无其比。但工夫少，太自任，故当劣于羊欣。」,201,page_201.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0235,07_优先补入候选,萧子云,楷,其真书少师子敬，晚学元常，及其暮年，筋骨亦备，名盖当世，举朝效之。其肥钝无力者，悉非也。,202,page_202.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0310,07_优先补入候选,张融,草,书兼诸体，于草尤工，而时有稽古之风，宽博有馀，严峻不足，可谓有文德而无武功，然齐、梁之际，殆无以过。,202,page_202.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0207,07_优先补入候选,欧阳询,篆,八体尽能，笔力劲险，篆体尤精。,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0213,07_优先补入候选,水平评价,草,其草书迭宕流通，示之二王可为动色；然惊奇跳骏，不避危险，伤于清雅之致。,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0214,07_优先补入候选,水平评价,草,自羊、薄以后，略无勍敌，唯永公特以训兵精炼，议欲旗鼓相当，欧以猛锐长驱，永乃闭壁固守。,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0222,07_优先补入候选,智永,楷,师远祖逸少，历记专精，摄齐升堂，真、草唯命，夷途良辔，大海安波。,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0223,07_优先补入候选,智永,草,师远祖逸少，历记专精，摄齐升堂，真、草唯命，夷途良辔，大海安波。,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0228,07_优先补入候选,陆柬之,行,尤善运笔，或至兴会，则穷理极趣矣。调虽古涩，亦犹文王嗜菖蒲菹，孔子蹙额而尝之，三年乃得其味，一览未穷，沉研始精。,205,page_205.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0316,07_优先补入候选,张敞,篆,三王以来，古文之学盖绝，子高精勤而习之，其后杜林、卫密为之嗣。子高好古博雅，有缉熙之美焉。,205,page_205.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0325,07_优先补入候选,张超,草,张超字子并，河间郑人。官至别部司马。工章草，擅名一时，字势甚峻，亦犹楚共王用刑失节，不合其宜。吴人以皇象方之。,206,page_206.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0323,07_优先补入候选,张纮,篆,孔融與子綱書曰：「前勞筆跡，乃多為篆，舉篇見字，欣然獨笑，如復觀其人。」融之言，不易而得。紘之小篆，時頗有聲。,207,page_207.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表C｜宽口径已入对照,已与主表近似匹配,BM-0131,05_宽口径匹配高置信,比较,,逸少草有女郎才，无丈夫气，不足贵也。,161,page_161.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0017:review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0145,05_宽口径匹配高置信,比喻,,及其业成之后，神能独超，天姿特秀，流便简易，志在惊奇，峻险高深，起自此子。然时有败累，不顾疵瑕，故减于右军行书之价。,163,page_163.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0018:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0014,05_宽口径匹配高置信,李斯,篆,画如铁石，字若飞动，作楷隶之祖，为不易之法。,171,page_171.txt,compact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0002:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0016,05_宽口径匹配高置信,李斯,篆,赞曰：李君创法，神虑精微，铁为肢体，虬作骖騑，江海渺漫，山岳峨巍，长风万里，鸾凤于飞。,172,page_172.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-NEW-AUX-017:new_candidate_review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0012,05_宽口径匹配高置信,风神,,又作籀文，其状邪正体则，《石鼓文》存焉。乃开阖古文，畅其纤锐，但折直劲迅，有如镂铁，而端姿旁逸，又婉润焉。,187,page_187.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0001:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0042,05_宽口径匹配高置信,水平评价,,子玉官至济北相，文章盖世，善章草，师于杜度，点画之间，莫不调畅，伯英祖述之，其骨力精熟过之也，索靖乃越制特立，风神凛然，其雄勇劲健过之也，以此有谢于张、索。,188,page_188.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0004:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0062,05_宽口径匹配高置信,水平评价,,若清涧长源，流而无限，萦回崖谷，任于造化，至于蛟龙骇兽奔腾拿攫之势，心手随变，窈冥而不知其所如，是谓达节也已。,189,page_189.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0007:draft_applied; SD-0008:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0088,05_宽口径匹配高置信,皇象（休明）,隶,八分雄才逸力，乃相亚于蔡邕，而妖冶不逮，通议伤于多肉矣。,190,page_190.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0006:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0098,05_宽口径匹配高置信,水平评价,楷,繇善书，师曹喜、蔡邕、刘德升。真书绝世，刚柔备焉，点画之间，多有异趣，可谓幽深无际，古雅有馀，秦、汉以来，一人而已。,190,page_190.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0011:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0116,05_宽口径匹配高置信,比较,,损益锺君之隶，虽运用增华，而古雅不逮。,192,page_192.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0015:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0148,05_宽口径匹配高置信,比喻,,至于行草，兴合如孤峰四绝，迥出天外，其峻峭不可量也。,192,page_192.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0019:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0157,05_宽口径匹配高置信,水平评价,,至于行草，兴合如孤峰四绝，迥出天外，其峻峭不可量也。,192,page_192.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0019:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0069,05_宽口径匹配高置信,比较,草,至如筋骨天姿，实所未逮，若华实兼美，可以继之。,195,page_195.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0023:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0252,05_宽口径匹配高置信,水平评价,,袁昂云：“应规入矩，方圆乃成。”,195,page_195.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0025:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0270,05_宽口径匹配高置信,比较,隶,袁昂云：仲将书如龙拏虎踞，剑拔弩张。,196,page_196.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0022:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0104,05_宽口径匹配高置信,锺会（士季）,隶,书有父风，稍备筋骨，兼美行草，尤工隶书，遂逸致飘然，有凌云之志，亦所谓剑则干将、莫邪焉。,197,page_197.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0027:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0106,05_宽口径匹配高置信,锺会（士季）,行,书有父风，稍备筋骨，兼美行草，尤工隶书，遂逸致飘然，有凌云之志，亦所谓剑则干将、莫邪焉。,197,page_197.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0027:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0110,05_宽口径匹配高置信,锺会（士季）,草,书有父风，稍备筋骨，兼美行草，尤工隶书，遂逸致飘然，有凌云之志，亦所谓剑则干将、莫邪焉。,197,page_197.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0027:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0279,05_宽口径匹配高置信,嵇康,草,叔夜善书，妙于草制，观其体势，得之自然，意不在乎笔墨，若高逸之士，虽在布衣，有傲然之色。,197,page_197.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0026:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0287,05_宽口径匹配高置信,水平评价,,其法遵于卫氏，尤长于章草，纤浓得中，意态无穷，筋骨亦胜。,198,page_198.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0030:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0164,05_宽口径匹配高置信,王珉,隶,王珉字季琰，洽之少子。官至中书令，工隶及行草。金剑霜断，崎欹历落，时谓小王之亚也。,199,page_199.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0032:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0168,05_宽口径匹配高置信,王珉,行,王珉字季琰，洽之少子。官至中书令，工隶及行草。金剑霜断，崎欹历落，时谓小王之亚也。,199,page_199.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0032:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0171,05_宽口径匹配高置信,王珉,草,王珉字季琰，洽之少子。官至中书令，工隶及行草。金剑霜断，崎欹历落，时谓小王之亚也。,199,page_199.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0032:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0295,05_宽口径匹配高置信,桓玄,草,尝慕小王，善于草法，譬之于马，则肉翅已就，兰筋初生，畜怒而驰，日可千里，洸洸趍趍，实亦武哉。,199,page_199.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0033:review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0181,05_宽口径匹配高置信,比较,行,师资大令，时亦众矣，非无云林，婉似流风之雪，惊禽走兽，络绎飞驰，亦可谓王之荩臣，朝之元老。,200,page_200.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0036:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0185,05_宽口径匹配高置信,比较,草,师资大令，时亦众矣，非无云林，婉似流风之雪，惊禽走兽，络绎飞驰，亦可谓王之荩臣，朝之元老。,200,page_200.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0036:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0189,05_宽口径匹配高置信,薄绍之,行,善书，宪章小王，风格秀异，若干将出匣，光芒射人；魏武临戎，纵横制敌。,200,page_200.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0037:draft_applied
附表C｜宽口径已入对照,已与主表近似匹配,BM-0298,05_宽口径匹配高置信,水平评价,,时论以为天然胜羊欣，工夫恨少，是亦天然可尚，道心唯微，探索幽远，若泠泠水行，有岩石间真声。,200,page_200.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0034:pass; SD-0035:blocked_final
附表C｜宽口径已入对照,已与主表近似匹配,BM-0199,05_宽口径匹配高置信,比较,,石韫千年之色，松低百尺之柯，虽不逮师，歘风吐云，簸荡川岳，其亦庶几。,201,page_201.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0042:draft_applied
附表C｜宽口径已入对照,已与主表近似匹配,BM-0232,05_宽口径匹配高置信,萧子云,篆,少善草、行、小篆诸体兼备，而创造小篆飞白，意趣飘然，点画之际，有若翥举，妍妙至极，难与比肩，但少乏古风，抑居妙品。,202,page_202.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0044:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0236,05_宽口径匹配高置信,萧子云,行,少善草、行、小篆诸体兼备，而创造小篆飞白，意趣飘然，点画之际，有若翥举，妍妙至极，难与比肩，但少乏古风，抑居妙品。,202,page_202.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0044:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0239,05_宽口径匹配高置信,阮研,隶,其隶则习于锺公，风神稍怯。,202,page_202.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0046:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0241,05_宽口径匹配高置信,比较,行,其行草出于大王，甚精熟。若飞泉交注，奔竞不息，时称萧、陶等各得右军一体，而此公筋力最优。,202,page_202.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0043:blocked_final; SD-0045:context_review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0244,05_宽口径匹配高置信,比喻,草,其行草出于大王，甚精熟。若飞泉交注，奔竞不息，时称萧、陶等各得右军一体，而此公筋力最优。,202,page_202.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0043:blocked_final; SD-0045:context_review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0210,05_宽口径匹配高置信,水平评价,楷,真行之书，虽于大令亦别成一体，森森焉若武库矛戟，风神严于智永，润色寡于虞世南。,203,page_203.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0039:review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0211,05_宽口径匹配高置信,水平评价,行,真行之书，虽于大令亦别成一体，森森焉若武库矛戟，风神严于智永，润色寡于虞世南。,203,page_203.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0039:review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0203,05_宽口径匹配高置信,虞世南,行,其书得大令之宏规，含五方之正色，姿荣秀出，智勇在焉，秀岭危峰，处处间起，行草之际，尤所偏工，及其暮齿，加以遒逸，臭味羊、薄，不亦宜乎。,204,page_204.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0041:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0205,05_宽口径匹配高置信,虞世南,草,其书得大令之宏规，含五方之正色，姿荣秀出，智勇在焉，秀岭危峰，处处间起，行草之际，尤所偏工，及其暮齿，加以遒逸，臭味羊、薄，不亦宜乎。,204,page_204.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0041:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0324,05_宽口径匹配高置信,徐幹,草,徐幹字伯张，扶风平陵人。官至班超军司马。善章草书，班固与超书称之曰：“得伯张书藁，势殊工，知识读之，莫不叹息。”,206,page_206.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0048:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0332,05_宽口径匹配高置信,卫觊,篆,魏卫觊字伯儒，河南安邑人。官至侍中。尤工古文、篆、隶，草体伤瘦，笔迹精绝。,208,page_208.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0051:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0335,05_宽口径匹配高置信,卫觊,隶,魏卫觊字伯儒，河南安邑人。官至侍中。尤工古文、篆、隶，草体伤瘦，笔迹精绝。,208,page_208.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0051:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0337,05_宽口径匹配高置信,卫觊,草,魏卫觊字伯儒，河南安邑人。官至侍中。尤工古文、篆、隶，草体伤瘦，笔迹精绝。,208,page_208.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0051:pass
附表C｜宽口径已入对照,已与主表近似匹配,BM-0351,05_宽口径匹配高置信,杨肇,隶,潘岳诔云：「草隶兼善，尺牍必珍，翰动若飞，纸落如云。」,208,page_208.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0052:review
附表C｜宽口径已入对照,已与主表近似匹配,BM-0354,05_宽口径匹配高置信,杨肇,草,潘岳诔云：「草隶兼善，尺牍必珍，翰动若飞，纸落如云。」,208,page_208.txt,exact,对照,checkpoint-final,作为第一轮宽口径与高置信的对照行保留，用于解释为什么不重复补入。,不重复入主表,避免重复计数,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,SD-0052:review
附表D｜非风格/品级目录保留,不入主表,BM-0001,06_宽口径未入高置信,张怀瓘,篆,工书，善真、行、小篆、八分，高自矜饰，谓真、行可比虞、褚，草欲独步于数百年间。,155,page_155.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0002,06_宽口径未入高置信,张怀瓘,隶,工书，善真、行、小篆、八分，高自矜饰，谓真、行可比虞、褚，草欲独步于数百年间。,155,page_155.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0003,06_宽口径未入高置信,张怀瓘,楷,工书，善真、行、小篆、八分，高自矜饰，谓真、行可比虞、褚，草欲独步于数百年间。,155,page_155.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0004,06_宽口径未入高置信,张怀瓘,行,工书，善真、行、小篆、八分，高自矜饰，谓真、行可比虞、褚，草欲独步于数百年间。,155,page_155.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0005,06_宽口径未入高置信,张怀瓘,草,工书，善真、行、小篆、八分，高自矜饰，谓真、行可比虞、褚，草欲独步于数百年间。,155,page_155.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0123,06_宽口径未入高置信,水平评价,行,逸少秉真行之要，子敬执行草之法。,161,page_161.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表D｜非风格/品级目录保留,不入主表,BM-0118,06_宽口径未入高置信,水平评价,楷,如大王草书真字，一百五字乃敌一行行书，三行行书敌一行真正，偏帖则尔。,162,page_162.txt,exact,辅助,checkpoint-final,保留为目录、品级、水平评价或背景材料，不进入确定风格主表。,保留在附表,不是严格风格证据或仅为宽泛评价,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
